derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,income,applicant_age
Not Hispanic or Latino,White,Joint,1,215000,3.375,225000,56,25-34
Hispanic or Latino,White,Female,1,245000,3.875,325000,95,35-44
Not Hispanic or Latino,White,Male,1,245000,3.625,235000,94,25-34
Not Hispanic or Latino,White,Male,1,205000,6,205000,60,<25
Hispanic or Latino,White,Joint,3,115000,4.458762699,375000,150,35-44
Hispanic or Latino,White,Male,3,415000,4.458762699,415000,110,35-44
Not Hispanic or Latino,Joint,Joint,1,845000,4.25,1125000,197,45-54
Not Hispanic or Latino,Asian,Male,1,515000,4.875,545000,95,25-34
Joint,White,Joint,3,45000,4.458762699,455000,221,35-44
Not Hispanic or Latino,White,Female,1,55000,6.05,575000,96,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,595000,3.625,605000,113,45-54
Not Hispanic or Latino,Asian,Joint,1,325000,5,425000,120,25-34
Joint,White,Joint,1,825000,3.625,1155000,179,35-44
Not Hispanic or Latino,Black or African American,Joint,3,325000,4.458762699,505000,93,45-54
Not Hispanic or Latino,White,Joint,1,945000,4.75,925000,258,45-54
Not Hispanic or Latino,White,Female,1,445000,5.125,445000,152,55-64
Joint,White,Joint,3,95000,4.458762699,655000,138,25-34
Not Hispanic or Latino,White,Joint,1,555000,3.625,575000,151,25-34
Hispanic or Latino,Race Not Available,Joint,1,375000,3.625,365000,82,35-44
Not Hispanic or Latino,Asian,Female,1,285000,3.75,425000,73,35-44
Not Hispanic or Latino,White,Male,1,475000,3.75,475000,68,25-34
Not Hispanic or Latino,Asian,Male,3,45000,4.458762699,625000,124,55-64
Hispanic or Latino,Black or African American,Male,1,245000,4.875,275000,47,45-54
Not Hispanic or Latino,Black or African American,Joint,3,455000,4.458762699,435000,111,35-44
Hispanic or Latino,White,Female,3,65000,4.458762699,655000,84,35-44
Not Hispanic or Latino,Black or African American,Male,3,85000,4.458762699,475000,91,35-44
Joint,Joint,Joint,3,35000,4.458762699,515000,144,45-54
Not Hispanic or Latino,White,Joint,1,415000,3.875,405000,116,35-44
Joint,White,Joint,1,575000,3.625,565000,160,25-34
Joint,Joint,Joint,1,465000,5.125,465000,126,35-44
Not Hispanic or Latino,Black or African American,Male,3,325000,4.458762699,505000,78,>74
Hispanic or Latino,Race Not Available,Male,1,315000,3.625,305000,68,25-34
Not Hispanic or Latino,Asian,Male,1,505000,4.25,765000,76,25-34
Hispanic or Latino,Race Not Available,Joint,3,135000,4.458762699,135000,98,55-64
Ethnicity Not Available,Race Not Available,Male,1,495000,3.75,495000,87,25-34
Hispanic or Latino,White,Joint,3,55000,4.458762699,365000,180,45-54
Not Hispanic or Latino,Black or African American,Male,1,875000,3.75,1035000,163,45-54
Not Hispanic or Latino,Joint,Joint,1,615000,3.625,605000,180,25-34
Not Hispanic or Latino,White,Joint,1,355000,3.5,395000,63,65-74
Not Hispanic or Latino,Joint,Joint,1,405000,3.625,395000,88,35-44
Hispanic or Latino,White,Male,3,35000,4.458762699,195000,75,25-34
Hispanic or Latino,Race Not Available,Female,3,65000,4.458762699,585000,97,35-44
Not Hispanic or Latino,Asian,Joint,3,185000,4.458762699,705000,108,35-44
Not Hispanic or Latino,White,Joint,3,285000,4.458762699,285000,87,35-44
Not Hispanic or Latino,White,Joint,1,475000,5.75,525000,167,45-54
Not Hispanic or Latino,White,Joint,1,215000,3.375,295000,82,45-54
Not Hispanic or Latino,Asian,Joint,1,695000,3.375,695000,139,35-44
Hispanic or Latino,White,Joint,1,385000,4.375,375000,72,25-34
Not Hispanic or Latino,White,Male,1,345000,4.75,395000,75,25-34
Not Hispanic or Latino,Black or African American,Female,3,455000,4.458762699,445000,76,25-34
Hispanic or Latino,Race Not Available,Male,1,325000,3.75,315000,75,25-34
Hispanic or Latino,Asian,Male,3,105000,4.458762699,645000,157,55-64
Not Hispanic or Latino,American Indian or Alaska Native,Joint,3,65000,4.458762699,445000,195,45-54
Not Hispanic or Latino,Black or African American,Female,3,35000,4.458762699,355000,62,45-54
Not Hispanic or Latino,White,Joint,1,185000,4.375,205000,133,35-44
Not Hispanic or Latino,White,Joint,3,255000,4.458762699,335000,39,55-64
Joint,White,Joint,3,365000,4.458762699,355000,93,<25
Not Hispanic or Latino,Asian,Female,3,35000,4.458762699,435000,87,25-34
Not Hispanic or Latino,White,Joint,3,55000,4.458762699,355000,89,65-74
Not Hispanic or Latino,American Indian or Alaska Native,Male,3,55000,4.458762699,445000,65,65-74
Not Hispanic or Latino,Asian,Joint,3,85000,4.458762699,655000,79,65-74
Not Hispanic or Latino,Black or African American,Female,1,485000,5.25,485000,115,35-44
Not Hispanic or Latino,White,Joint,1,55000,5.75,665000,197,35-44
Not Hispanic or Latino,Joint,Joint,1,305000,3.625,385000,106,65-74
Not Hispanic or Latino,White,Joint,1,315000,3.625,315000,89,35-44
Ethnicity Not Available,Race Not Available,Male,3,125000,4.458762699,575000,93,>74
Hispanic or Latino,White,Joint,1,455000,3.625,455000,90,25-34
Not Hispanic or Latino,White,Female,3,15000,4.458762699,605000,54,45-54
Hispanic or Latino,White,Joint,3,295000,4.458762699,415000,101,65-74
Joint,White,Joint,3,55000,4.458762699,525000,93,35-44
Joint,White,Joint,1,415000,4.375,505000,112,45-54
Ethnicity Not Available,Race Not Available,Sex Not Available,1,395000,5.125,405000,127,65-74
Ethnicity Not Available,American Indian or Alaska Native,Female,1,335000,4.875,335000,51,25-34
Not Hispanic or Latino,Black or African American,Male,3,485000,4.458762699,485000,32,45-54
Not Hispanic or Latino,Black or African American,Male,1,535000,3.625,525000,92,35-44
Not Hispanic or Latino,White,Joint,1,215000,3.625,205000,81,65-74
Not Hispanic or Latino,Asian,Joint,1,245000,3.875,245000,59,25-34
Not Hispanic or Latino,Asian,Male,1,325000,5.75,325000,73,45-54
Hispanic or Latino,White,Joint,1,185000,5.375,195000,60,<25
Not Hispanic or Latino,Race Not Available,Joint,1,835000,5.125,835000,261,45-54
Ethnicity Not Available,Race Not Available,Joint,1,615000,3.625,615000,222,25-34
Joint,Black or African American,Joint,3,85000,4.458762699,555000,196,45-54
Not Hispanic or Latino,Asian,Joint,1,545000,3.625,655000,151,45-54
Not Hispanic or Latino,Joint,Joint,3,75000,4.458762699,725000,174,45-54
Not Hispanic or Latino,White,Male,1,255000,5.75,255000,72,25-34
Not Hispanic or Latino,White,Female,1,245000,5.75,245000,85,45-54
Hispanic or Latino,White,Male,1,285000,3.625,285000,43,25-34
Not Hispanic or Latino,Asian,Joint,1,485000,3.5,545000,152,45-54
Not Hispanic or Latino,White,Joint,1,705000,4,875000,250,25-34
Ethnicity Not Available,White,Joint,1,335000,3.625,335000,95,25-34
Hispanic or Latino,White,Male,3,245000,4.458762699,405000,149,45-54
Ethnicity Not Available,Race Not Available,Sex Not Available,1,265000,3.875,265000,37,35-44
Not Hispanic or Latino,White,Male,1,325000,3,355000,100,25-34
Hispanic or Latino,Race Not Available,Male,3,305000,4.458762699,325000,83,25-34
Not Hispanic or Latino,White,Male,1,165000,3.625,165000,68,25-34
Not Hispanic or Latino,Joint,Joint,1,605000,3.25,665000,131,25-34
Ethnicity Not Available,Race Not Available,Male,1,525000,3.625,525000,160,45-54
Hispanic or Latino,Black or African American,Joint,1,435000,4,465000,104,35-44
Not Hispanic or Latino,Asian,Male,1,485000,3.875,665000,87,45-54
Hispanic or Latino,White,Male,3,305000,4.458762699,455000,70,45-54
Joint,White,Joint,3,105000,4.458762699,555000,162,45-54
Hispanic or Latino,White,Female,3,25000,4.458762699,305000,62,35-44
Not Hispanic or Latino,White,Joint,1,245000,3.625,235000,70,25-34
Not Hispanic or Latino,White,Joint,3,55000,4.458762699,755000,91,35-44
Not Hispanic or Latino,Black or African American,Joint,3,465000,4.458762699,555000,219,35-44
Not Hispanic or Latino,White,Male,3,55000,4.458762699,425000,238,55-64
Not Hispanic or Latino,White,Joint,1,345000,5.875,335000,175,35-44
Not Hispanic or Latino,Joint,Joint,1,595000,3.125,665000,99,35-44
Hispanic or Latino,Black or African American,Male,1,55000,6.05,565000,53,65-74
Hispanic or Latino,Race Not Available,Male,3,315000,4.458762699,405000,56,25-34
Ethnicity Not Available,Race Not Available,Male,1,775000,3.25,1075000,157,35-44
Hispanic or Latino,Asian,Male,3,25000,4.458762699,305000,72,35-44
Ethnicity Not Available,Race Not Available,Joint,3,65000,4.458762699,375000,79,55-64
Hispanic or Latino,White,Joint,3,45000,4.458762699,645000,168,55-64
Ethnicity Not Available,Race Not Available,Female,1,105000,3.75,435000,45,65-74
Not Hispanic or Latino,Black or African American,Joint,1,115000,3.75,465000,90,65-74
Not Hispanic or Latino,Black or African American,Joint,3,475000,4.458762699,475000,139,25-34
Not Hispanic or Latino,White,Male,3,215000,4.458762699,225000,76,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,3,45000,4.458762699,605000,64,55-64
Not Hispanic or Latino,White,Male,1,225000,4.875,265000,88,35-44
Not Hispanic or Latino,Asian,Male,3,55000,4.458762699,525000,75,35-44
Not Hispanic or Latino,White,Female,3,425000,4.458762699,415000,109,45-54
Hispanic or Latino,White,Male,3,55000,4.458762699,655000,219,25-34
Not Hispanic or Latino,Joint,Joint,3,315000,4.458762699,305000,141,65-74
Joint,White,Joint,1,805000,3.625,825000,135,35-44
Ethnicity Not Available,White,Joint,1,205000,4.375,265000,127,65-74
Ethnicity Not Available,Race Not Available,Joint,3,705000,4.458762699,705000,202,25-34
Not Hispanic or Latino,White,Male,1,225000,3.875,605000,82,65-74
Ethnicity Not Available,Race Not Available,Sex Not Available,1,465000,3.75,485000,89,25-34
Not Hispanic or Latino,White,Male,1,95000,6.05,605000,118,55-64
Not Hispanic or Latino,Asian,Male,3,55000,4.458762699,425000,146,35-44
Hispanic or Latino,Race Not Available,Joint,1,545000,4,695000,100,35-44
Not Hispanic or Latino,Race Not Available,Female,1,315000,4.25,305000,79,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,3,25000,4.458762699,295000,78,45-54
Not Hispanic or Latino,American Indian or Alaska Native,Male,1,55000,5.75,405000,73,65-74
Not Hispanic or Latino,White,Joint,1,125000,5.75,525000,97,>74
Not Hispanic or Latino,American Indian or Alaska Native,Male,1,275000,3.875,455000,96,35-44
Not Hispanic or Latino,White,Male,3,25000,4.458762699,345000,107,45-54
Not Hispanic or Latino,Black or African American,Female,3,75000,4.458762699,355000,79,55-64
Not Hispanic or Latino,White,Male,3,25000,4.458762699,355000,103,<25
Not Hispanic or Latino,Black or African American,Joint,3,355000,4.458762699,375000,81,25-34
Not Hispanic or Latino,Race Not Available,Joint,1,505000,4.375,605000,94,25-34
Not Hispanic or Latino,Joint,Joint,3,65000,4.458762699,815000,201,35-44
Not Hispanic or Latino,White,Female,3,45000,4.458762699,405000,120,55-64
Not Hispanic or Latino,White,Male,1,655000,3.375,755000,190,35-44
Hispanic or Latino,White,Female,1,215000,4.125,525000,98,35-44
Hispanic or Latino,White,Male,1,205000,4.125,205000,28,<25
Hispanic or Latino,Race Not Available,Male,3,355000,4.458762699,365000,53,25-34
Not Hispanic or Latino,White,Joint,1,465000,3.625,525000,147,25-34
Not Hispanic or Latino,White,Male,1,305000,4.375,315000,107,35-44
Not Hispanic or Latino,White,Joint,3,215000,4.458762699,215000,72,55-64
Not Hispanic or Latino,Asian,Male,1,285000,3.625,285000,69,35-44
Ethnicity Not Available,Race Not Available,Joint,1,615000,3.75,605000,109,25-34
Ethnicity Not Available,Race Not Available,Male,1,565000,5.75,585000,150,25-34
Ethnicity Not Available,Asian,Joint,3,105000,4.458762699,475000,176,45-54
Not Hispanic or Latino,Asian,Joint,1,395000,3.625,425000,126,45-54
Not Hispanic or Latino,Asian,Male,3,55000,4.458762699,605000,64,35-44
Not Hispanic or Latino,White,Joint,1,515000,4.5,575000,151,25-34
Not Hispanic or Latino,White,Joint,1,55000,6,285000,169,45-54
Not Hispanic or Latino,White,Male,1,55000,6.05,445000,87,55-64
Not Hispanic or Latino,White,Joint,1,105000,3.5,705000,44,65-74
Not Hispanic or Latino,White,Joint,1,565000,3.875,665000,141,45-54
Not Hispanic or Latino,White,Joint,1,555000,3.625,545000,230,25-34
Not Hispanic or Latino,Joint,Joint,3,75000,4.458762699,705000,233,55-64
Not Hispanic or Latino,Black or African American,Female,1,395000,3.5,395000,129,55-64
Joint,White,Joint,3,315000,4.458762699,415000,79,65-74
Not Hispanic or Latino,White,Joint,1,725000,5.375,805000,170,35-44
Joint,White,Joint,1,485000,6.125,485000,201,45-54
Not Hispanic or Latino,White,Male,1,365000,3.625,355000,118,35-44
Not Hispanic or Latino,White,Male,1,805000,3.875,885000,164,35-44
Not Hispanic or Latino,Black or African American,Joint,1,635000,3.625,615000,112,25-34
Ethnicity Not Available,Race Not Available,Joint,1,435000,3.25,535000,106,55-64
Not Hispanic or Latino,Black or African American,Male,3,55000,4.458762699,505000,55,45-54
Joint,White,Joint,1,415000,3.75,415000,113,35-44
Hispanic or Latino,American Indian or Alaska Native,Male,1,395000,3.625,395000,130,25-34
Ethnicity Not Available,Race Not Available,Female,1,485000,4.125,615000,167,35-44
Not Hispanic or Latino,Black or African American,Male,1,215000,3.5,205000,66,35-44
Hispanic or Latino,White,Male,3,295000,4.458762699,525000,60,35-44
Hispanic or Latino,White,Female,1,335000,5.125,345000,75,35-44
Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,3,55000,4.458762699,125000,84,35-44
Not Hispanic or Latino,Black or African American,Male,3,35000,4.458762699,325000,91,45-54
Joint,White,Joint,3,55000,4.458762699,655000,225,35-44
Not Hispanic or Latino,Black or African American,Male,1,465000,5.125,465000,85,45-54
Not Hispanic or Latino,Black or African American,Female,1,705000,5,695000,237,35-44
Not Hispanic or Latino,White,Joint,1,455000,3.25,655000,79,25-34
Not Hispanic or Latino,Black or African American,Male,1,295000,3.875,415000,44,35-44
Not Hispanic or Latino,White,Male,3,55000,4.458762699,705000,16,65-74
Not Hispanic or Latino,Asian,Male,3,375000,4.458762699,425000,54,35-44
Ethnicity Not Available,Race Not Available,Joint,1,395000,4.625,395000,69,25-34
Joint,White,Joint,1,375000,3.875,595000,65,65-74
Hispanic or Latino,Race Not Available,Joint,1,605000,3.625,645000,137,35-44
Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Joint,3,115000,4.458762699,635000,122,45-54
Joint,White,Joint,1,435000,3.625,435000,146,25-34
Not Hispanic or Latino,White,Joint,1,285000,3.625,285000,74,55-64
Hispanic or Latino,American Indian or Alaska Native,Male,1,445000,3.5,445000,92,25-34
Hispanic or Latino,White,Male,1,25000,6,595000,119,45-54
Hispanic or Latino,American Indian or Alaska Native,Joint,1,325000,3.625,325000,88,35-44
Not Hispanic or Latino,White,Male,1,455000,3.625,455000,125,35-44
Not Hispanic or Latino,Asian,Female,1,375000,3.625,375000,70,25-34
Not Hispanic or Latino,White,Female,1,245000,3.625,245000,54,45-54
Not Hispanic or Latino,White,Male,1,205000,4.5,235000,74,25-34
Not Hispanic or Latino,Black or African American,Male,1,325000,3.625,435000,155,35-44
Not Hispanic or Latino,White,Joint,3,25000,4.458762699,545000,108,35-44
Not Hispanic or Latino,Asian,Female,3,145000,4.458762699,505000,19,>74
Not Hispanic or Latino,Black or African American,Female,1,415000,3.625,415000,69,<25
Not Hispanic or Latino,White,Joint,1,635000,3.625,665000,143,25-34
Not Hispanic or Latino,White,Male,1,845000,4.75,895000,160,25-34
Not Hispanic or Latino,White,Female,3,515000,4.458762699,545000,135,45-54
Hispanic or Latino,Joint,Joint,1,545000,3.5,535000,159,25-34
Not Hispanic or Latino,Black or African American,Joint,3,105000,4.458762699,305000,108,55-64
Not Hispanic or Latino,Asian,Female,3,75000,4.458762699,505000,92,45-54
Joint,White,Joint,1,235000,3.875,525000,213,45-54
Ethnicity Not Available,Race Not Available,Male,3,35000,4.458762699,525000,90,35-44
Hispanic or Latino,White,Joint,1,325000,3.125,335000,73,25-34
Hispanic or Latino,White,Joint,1,565000,3.25,565000,85,25-34
Not Hispanic or Latino,Asian,Female,3,25000,4.458762699,585000,65,65-74
Ethnicity Not Available,Race Not Available,Sex Not Available,3,45000,4.458762699,465000,133,35-44
Not Hispanic or Latino,Joint,Joint,1,765000,5.25,815000,192,25-34
Not Hispanic or Latino,Black or African American,Female,1,805000,5.5,855000,173,35-44
Ethnicity Not Available,Race Not Available,Joint,1,155000,3.5,465000,31,65-74
Not Hispanic or Latino,Joint,Joint,1,635000,3.5,615000,141,35-44
Not Hispanic or Latino,Black or African American,Joint,3,385000,4.458762699,495000,55,>74
Not Hispanic or Latino,Asian,Joint,3,355000,4.458762699,455000,50,45-54
Not Hispanic or Latino,White,Female,3,125000,4.458762699,605000,84,35-44
Not Hispanic or Latino,White,Male,1,395000,3.625,385000,77,25-34
Not Hispanic or Latino,White,Male,1,215000,3.625,215000,48,25-34
Hispanic or Latino,White,Male,3,55000,4.458762699,285000,74,25-34
Not Hispanic or Latino,White,Joint,1,775000,3.625,785000,159,35-44
Not Hispanic or Latino,White,Male,1,175000,5.75,1045000,83,55-64
Not Hispanic or Latino,Joint,Joint,3,235000,4.458762699,245000,104,35-44
Not Hispanic or Latino,Asian,Male,1,255000,3.5,255000,144,55-64
Not Hispanic or Latino,Asian,Joint,1,105000,6,575000,85,55-64
Not Hispanic or Latino,White,Male,1,25000,5.75,355000,52,65-74
Not Hispanic or Latino,White,Joint,1,805000,3.75,1005000,180,45-54
Hispanic or Latino,White,Female,3,265000,4.458762699,305000,43,<25
Not Hispanic or Latino,White,Joint,1,515000,4,685000,149,35-44
Not Hispanic or Latino,White,Joint,1,45000,6.05,425000,115,55-64
Ethnicity Not Available,Race Not Available,Male,3,55000,4.458762699,455000,59,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,705000,5.125,695000,224,45-54
Ethnicity Not Available,Race Not Available,Joint,3,45000,4.458762699,315000,138,45-54
Ethnicity Not Available,Race Not Available,Sex Not Available,3,25000,4.458762699,325000,91,35-44
Hispanic or Latino,White,Male,3,85000,4.458762699,385000,55,35-44
Ethnicity Not Available,Race Not Available,Male,1,65000,5.75,285000,135,55-64
